year,statefip,met2013,perwt,sex,age,race,hispan,bpl,educd,empstat,uhrswork,inctot,incwage
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Male","40","White","Not Hispanic","Tennessee","Professional degree beyond a bachelor's degree","Employed","45",217000,217000
"2019","Tennessee","Memphis, TN-MS-AR",72.00,"Female","39","White","Not Hispanic","Tennessee","Master's degree","Employed","45",60000,60000
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Female","12","White","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Female","7","White","Not Hispanic","Tennessee","Grade 1","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",155.00,"Female","71","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",48750,0
"2019","Tennessee","Memphis, TN-MS-AR",106.00,"Male","79","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","24",24600,2900
"2019","Tennessee","Memphis, TN-MS-AR",150.00,"Male","1","Other Asian or Pacific Islander","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",319.00,"Female","38","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",29000,29000
"2019","Tennessee","Memphis, TN-MS-AR",413.00,"Male","24","Black/African American/Negro","Not Hispanic","Michigan","1 or more years of college credit, no degree","Employed","40",32000,32000
"2019","Tennessee","Memphis, TN-MS-AR",305.00,"Female","12","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",97.00,"Male","57","White","Not Hispanic","Tennessee","Grade 9","Not in labor force","N/A",9200,0
"2019","Tennessee","Memphis, TN-MS-AR",18.00,"Male","59","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","70",70000,70000
"2019","Tennessee","Memphis, TN-MS-AR",19.00,"Female","57","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","37",21000,18000
"2019","Tennessee","Memphis, TN-MS-AR",118.00,"Female","58","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","55",32000,32000
"2019","Tennessee","Memphis, TN-MS-AR",111.00,"Male","61","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","60",43000,31000
"2019","Tennessee","Memphis, TN-MS-AR",156.00,"Female","93","White","Not Hispanic","New York","Regular high school diploma","Not in labor force","N/A",19100,0
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Female","64","White","Not Hispanic","Arkansas","1 or more years of college credit, no degree","Not in labor force","N/A",8900,0
"2019","Tennessee","Memphis, TN-MS-AR",59.00,"Male","79","White","Not Hispanic","Tennessee","GED or alternative credential","Not in labor force","N/A",33000,0
"2019","Tennessee","Memphis, TN-MS-AR",76.00,"Female","69","White","Not Hispanic","Georgia","Some college, but less than 1 year","Not in labor force","N/A",24400,0
"2019","Tennessee","Memphis, TN-MS-AR",342.00,"Female","46","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","45",65000,65000
"2019","Tennessee","Memphis, TN-MS-AR",305.00,"Male","18","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","10",10200,10200
"2019","Tennessee","Memphis, TN-MS-AR",274.00,"Male","15","White","Not Hispanic","Tennessee","Grade 9","N/A","N/A",7200,999999
"2019","Tennessee","Memphis, TN-MS-AR",59.00,"Female","63","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",14200,0
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Female","51","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",68230,68000
"2019","Tennessee","Memphis, TN-MS-AR",56.00,"Male","51","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","50",67000,67000
"2019","Tennessee","Memphis, TN-MS-AR",119.00,"Female","26","White","Not Hispanic","Virginia","Regular high school diploma","Employed","40",43000,43000
"2019","Tennessee","Memphis, TN-MS-AR",140.00,"Female","4","White","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",12.00,"Female","56","White","Not Hispanic","Alaska","Bachelor's degree","Not in labor force","40",24000,24000
"2019","Tennessee","Memphis, TN-MS-AR",12.00,"Male","56","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",115000,100000
"2019","Tennessee","Memphis, TN-MS-AR",32.00,"Male","23","White","Other","California","Bachelor's degree","Employed","30",6000,6000
"2019","Tennessee","Memphis, TN-MS-AR",49.00,"Male","21","White","Other","California","1 or more years of college credit, no degree","Employed","20",8000,8000
"2019","Tennessee","Memphis, TN-MS-AR",75.00,"Female","71","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Not in labor force","N/A",23500,0
"2019","Tennessee","Memphis, TN-MS-AR",48.00,"Female","49","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",22000,20000
"2019","Tennessee","Memphis, TN-MS-AR",24.00,"Male","55","White","Not Hispanic","Louisiana","Regular high school diploma","Employed","80",52000,52000
"2019","Tennessee","Memphis, TN-MS-AR",47.00,"Male","73","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","30",56000,25900
"2019","Tennessee","Memphis, TN-MS-AR",43.00,"Female","68","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Not in labor force","N/A",19700,0
"2019","Tennessee","Memphis, TN-MS-AR",37.00,"Female","65","Black/African American/Negro","Not Hispanic","Florida","Regular high school diploma","Not in labor force","N/A",9100,0
"2019","Tennessee","Memphis, TN-MS-AR",118.00,"Male","79","White","Not Hispanic","Missouri","Bachelor's degree","Not in labor force","N/A",161800,0
"2019","Tennessee","Memphis, TN-MS-AR",168.00,"Female","71","White","Not Hispanic","Wisconsin","1 or more years of college credit, no degree","Not in labor force","N/A",35600,0
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Female","41","Black/African American/Negro","Not Hispanic","Michigan","1 or more years of college credit, no degree","Employed","40",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",131.00,"Female","23","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",156.00,"Female","19","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",93.00,"Female","17","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",40.00,"Female","59","Black/African American/Negro","Not Hispanic","Mississippi","GED or alternative credential","Employed","40",34400,34400
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","35","Black/African American/Negro","Not Hispanic","Tennessee","GED or alternative credential","Employed","40",40000,40000
"2019","Tennessee","Memphis, TN-MS-AR",131.00,"Female","25","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Unemployed","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",55.00,"Female","7","Black/African American/Negro","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",53.00,"Male","6","Black/African American/Negro","Not Hispanic","Tennessee","Grade 1","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",102.00,"Female","4","Black/African American/Negro","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",55.00,"Female","58","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","35",20000,20000
"2019","Tennessee","Memphis, TN-MS-AR",9.00,"Male","56","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","60",107000,95000
"2019","Tennessee","Memphis, TN-MS-AR",10.00,"Female","56","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",11000,0
"2019","Tennessee","Memphis, TN-MS-AR",231.00,"Female","38","Two major races","Not Hispanic","Oregon","Associate's degree, type not specified","Employed","40",58000,58000
"2019","Tennessee","Memphis, TN-MS-AR",281.00,"Male","33","Two major races","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","47",21000,21000
"2019","Tennessee","Memphis, TN-MS-AR",313.00,"Female","64","Two major races","Not Hispanic","Montana","1 or more years of college credit, no degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",77.00,"Female","70","White","Not Hispanic","Virginia","Associate's degree, type not specified","Not in labor force","8",3390,190
"2019","Tennessee","Memphis, TN-MS-AR",31.00,"Male","71","Black/African American/Negro","Not Hispanic","Tennessee","12th grade, no diploma","Not in labor force","N/A",19000,0
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Female","85","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",35800,0
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Male","75","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",46700,0
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Female","72","Black/African American/Negro","Not Hispanic","Tennessee","Master's degree","Not in labor force","N/A",64000,0
"2019","Tennessee","Memphis, TN-MS-AR",137.00,"Male","50","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","39",55000,55000
"2019","Tennessee","Memphis, TN-MS-AR",30.00,"Male","70","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",15100,0
"2019","Tennessee","Memphis, TN-MS-AR",28.00,"Female","70","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",27000,0
"2019","Tennessee","Memphis, TN-MS-AR",54.00,"Male","25","White","Not Hispanic","North Carolina","1 or more years of college credit, no degree","Employed","40",28000,28000
"2019","Tennessee","Memphis, TN-MS-AR",44.00,"Female","25","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","36",45000,45000
"2019","Tennessee","Memphis, TN-MS-AR",97.00,"Male","77","White","Not Hispanic","Arkansas","Professional degree beyond a bachelor's degree","Not in labor force","N/A",34800,0
"2019","Tennessee","Memphis, TN-MS-AR",83.00,"Female","76","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Not in labor force","N/A",38000,0
"2019","Tennessee","Memphis, TN-MS-AR",56.00,"Female","76","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",52700,0
"2019","Tennessee","Memphis, TN-MS-AR",70.00,"Male","58","White","Not Hispanic","Colorado","1 or more years of college credit, no degree","Employed","50",150200,150000
"2019","Tennessee","Memphis, TN-MS-AR",134.00,"Female","59","White","Mexican","Texas","1 or more years of college credit, no degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",115.00,"Male","58","White","Not Hispanic","Pennsylvania","Bachelor's degree","Employed","45",476000,476000
"2019","Tennessee","Memphis, TN-MS-AR",171.00,"Male","18","White","Not Hispanic","Pennsylvania","Grade 11","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",104.00,"Female","37","White","Not Hispanic","Illinois","Associate's degree, type not specified","Not in labor force","40",26900,26900
"2019","Tennessee","Memphis, TN-MS-AR",103.00,"Male","23","White","Puerto Rican","Illinois","1 or more years of college credit, no degree","Employed","40",28000,28000
"2019","Tennessee","Memphis, TN-MS-AR",107.00,"Male","22","White","Not Hispanic","Florida","Bachelor's degree","Employed","60",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",32.00,"Male","57","White","Not Hispanic","Illinois","Associate's degree, type not specified","Employed","60",103300,82000
"2019","Tennessee","Memphis, TN-MS-AR",66.00,"Male","59","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",11800,0
"2019","Tennessee","Memphis, TN-MS-AR",79.00,"Male","24","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","40",14000,14000
"2019","Tennessee","Memphis, TN-MS-AR",39.00,"Female","21","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","38",11000,11000
"2019","Tennessee","Memphis, TN-MS-AR",125.00,"Female","33","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",29000,29000
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Male","56","White","Not Hispanic","New York","Regular high school diploma","Employed","40",50000,50000
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Female","60","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",111000,105000
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Female","32","White","Not Hispanic","District of Columbia","Grade 11","Employed","20",800,800
"2019","Tennessee","Memphis, TN-MS-AR",86.00,"Male","25","White","Not Hispanic","District of Columbia","Bachelor's degree","Employed","12",3000,3000
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","24","White","Puerto Rican","Florida","Bachelor's degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",69.00,"Female","81","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",44.00,"Male","79","White","Not Hispanic","Georgia","1 or more years of college credit, no degree","Not in labor force","N/A",43530,0
"2019","Tennessee","Memphis, TN-MS-AR",38.00,"Female","78","White","Not Hispanic","Alabama","1 or more years of college credit, no degree","Not in labor force","N/A",20780,0
"2019","Tennessee","Memphis, TN-MS-AR",34.00,"Female","63","White","Not Hispanic","Alabama","1 or more years of college credit, no degree","Employed","25",18900,14500
"2019","Tennessee","Memphis, TN-MS-AR",297.00,"Male","49","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Unemployed","N/A",1500,0
"2019","Tennessee","Memphis, TN-MS-AR",93.00,"Female","65","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",27000,0
"2019","Tennessee","Memphis, TN-MS-AR",98.00,"Male","65","Black/African American/Negro","Not Hispanic","Mississippi","Some college, but less than 1 year","Employed","40",42000,32000
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","28","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","40",65500,65000
"2019","Tennessee","Memphis, TN-MS-AR",74.00,"Male","28","White","Not Hispanic","Louisiana","Professional degree beyond a bachelor's degree","Employed","40",476100,476000
"2019","Tennessee","Memphis, TN-MS-AR",160.00,"Female","1","White","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",124.00,"Male","27","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",40000,40000
